guide,target,active,center,scale
SP8_6,SP8,0,-0.008428,0.1928
SP9_1,SP9,0,-0.01139,0.1926
SP9_2,SP9,0,-0.03649,0.2795
SP9_3,SP9,0,-0.06081,0.8399
SP9_4,SP9,0,-0.0102,0.3043
SP9_5,SP9,0,-0.00708,0.09196
SP9_6,SP9,0,0.004642,0.1407
SPDEF_1,SPDEF,0,-0.01509,0.1902
SPDEF_2,SPDEF,0,-0.03385,0.1982
SPDEF_3,SPDEF,0,-0.0561,0.3474
SPDEF_4,SPDEF,0,-0.00382,0.1432
SPDEF_5,SPDEF,0,0.001825,0.1388
SPDEF_6,SPDEF,0,0.009289,0.1995
SPEN_1,SPEN,0,-0.01425,0.2751
SPEN_2,SPEN,1,-0.002529,0.1936
SPEN_3,SPEN,1,0.01236,0.2351
SPEN_4,SPEN,0,0.001416,0.1549
SPEN_5,SPEN,0,0.01302,0.1185
SPEN_6,SPEN,0,-0.008854,0.1418
SPI1_1,SPI1,0,-0.01328,0.3538
SPI1_2,SPI1,0,-0.002399,0.1614
SPI1_3,SPI1,0,-0.007591,0.1591
SPI1_4,SPI1,0,-0.05722,0.4485
SPI1_5,SPI1,0,-0.006101,0.1045
SPI1_6,SPI1,0,0.002875,0.1658
SPIB_1,SPIB,0,0.002952,0.1385
SPIB_2,SPIB,0,-0.01393,0.1483
SPIB_3,SPIB,0,0.009056,0.1859
SPIB_4,SPIB,0,-0.06285,0.4038
SPIB_5,SPIB,0,-0.02205,0.3404
SPIB_6,SPIB,0,-0.004434,0.1653
SPIC_1,SPIC,0,0.02595,0.348
SPIC_2,SPIC,0,-0.007958,0.1384
SPIC_3,SPIC,0,-0.02169,0.4508
SPIC_4,SPIC,0,-0.04156,0.2276
SPIC_5,SPIC,0,-0.0008495,0.1236
SPIC_6,SPIC,0,-0.02453,0.2328
SPZ1_1,SPZ1,0,0.002902,0.1221
SPZ1_2,SPZ1,0,-0.01565,0.2266
SPZ1_3,SPZ1,0,-0.03186,0.3346
SPZ1_4,SPZ1,0,-0.07676,0.5156
SPZ1_5,SPZ1,0,-0.008009,0.09297
SPZ1_6,SPZ1,0,-0.0008758,0.1188
SRCAP_1,SRCAP,0,-0.004821,0.2306
SRCAP_2,SRCAP,0,-0.03825,0.3334
SRCAP_3,SRCAP,0,-0.001404,0.3101
SRCAP_4,SRCAP,0,-0.002486,0.1705
SRCAP_5,SRCAP,0,0.01023,0.09662
SRCAP_6,SRCAP,0,0.007401,0.1209
SREBF1_P1_1,SREBF1,0,-0.0001275,0.1573
SREBF1_P1_2,SREBF1,0,0.01472,0.189
SREBF1_P1_3,SREBF1,0,-0.02084,0.3592
SREBF1_P1_4,SREBF1,0,0.007968,0.1333
SREBF1_P1_5,SREBF1,0,-0.01336,0.1751
SREBF1_P1_6,SREBF1,0,-0.01709,0.1764
SREBF1_P2_1,SREBF1,0,-0.01117,0.1243
SREBF1_P2_2,SREBF1,0,-0.01731,0.246
SREBF1_P2_3,SREBF1,0,0.01194,0.192
SREBF1_P2_4,SREBF1,0,-0.001345,0.1527
SREBF1_P2_5,SREBF1,0,-0.01369,0.1427
SREBF1_P2_6,SREBF1,0,0.001187,0.1687
SREBF2_1,SREBF2,0,-0.03263,0.3388
SREBF2_2,SREBF2,0,-0.01088,0.1402
SREBF2_3,SREBF2,0,-0.001195,0.1802
SREBF2_4,SREBF2,0,-0.008626,0.1697
SREBF2_5,SREBF2,0,-0.003591,0.219
SREBF2_6,SREBF2,0,-0.02079,0.2127
SRF_1,SRF,0,-0.01214,0.2063
SRF_2,SRF,0,0.003039,0.1599
SRF_3,SRF,0,0.001947,0.1767
SRF_4,SRF,0,0.02016,0.2592
SRF_5,SRF,0,-0.009796,0.1322
SRF_6,SRF,0,-0.009546,0.2984
SRY_1,SRY,0,-0.008687,0.1788
SRY_2,SRY,0,-0.004883,0.1196
SRY_3,SRY,0,-0.01686,0.199
SRY_4,SRY,0,-0.01177,0.1611
SRY_5,SRY,0,-0.001088,0.07268
SRY_6,SRY,0,0.009255,0.09884
SS18_1,SS18,1,0.005268,0.2457
SS18_2,SS18,0,0.003157,0.1818
SS18_3,SS18,0,-0.01175,0.2214
SS18_4,SS18,0,0.002705,0.09676
SS18_5,SS18,0,-0.008362,0.1869
SS18_6,SS18,1,0.01052,0.1782
SSRP1_1,SSRP1,0,-0.2384,0.9315
SSRP1_2,SSRP1,0,-0.01496,0.2272
SSRP1_3,SSRP1,0,-0.05578,0.3514
SSRP1_4,SSRP1,0,-0.01481,0.2751
SSRP1_5,SSRP1,0,-0.04144,0.2762
SSRP1_6,SSRP1,0,-0.001727,0.1254
ST18_1,ST18,0,-0.01106,0.2401
ST18_2,ST18,0,-0.009171,0.2519
ST18_3,ST18,0,0.004906,0.1545
ST18_4,ST18,0,-0.03887,0.2774
ST18_5,ST18,0,-0.01422,0.1427
ST18_6,ST18,0,-0.001363,0.0599
STAT1_1,STAT1,0,-0.0717,0.3209
STAT1_2,STAT1,0,-0.01255,0.1763
STAT1_3,STAT1,0,-0.1974,0.6291
STAT1_4,STAT1,0,-0.01678,0.1434
STAT1_5,STAT1,0,-0.01719,0.1847
STAT1_6,STAT1,0,-0.01265,0.1159
STAT2_1,STAT2,0,-0.002424,0.2446
STAT2_2,STAT2,0,-0.02082,0.2333
STAT2_3,STAT2,0,-0.03131,0.1987
STAT2_4,STAT2,0,0.003493,0.1631
STAT2_5,STAT2,0,-0.007119,0.0952
STAT2_6,STAT2,0,0.006043,0.131
STAT3_1,STAT3,0,-0.01752,0.4017
STAT3_2,STAT3,0,-0.009351,0.2242
STAT3_3,STAT3,0,-0.02069,0.1996
STAT3_4,STAT3,0,-0.3575,0.4913
STAT3_5,STAT3,0,-0.01108,0.2928
STAT3_6,STAT3,0,0.005293,0.1191
STAT4_1,STAT4,0,0.00504,0.2104
STAT4_2,STAT4,0,0.008322,0.229
STAT4_3,STAT4,0,-0.1755,0.6691
STAT4_4,STAT4,0,-0.01269,0.2384
STAT4_5,STAT4,0,-0.02752,0.1107
STAT4_6,STAT4,0,-0.003941,0.1022
STAT5A_1,STAT5A,0,-0.00753,0.1179
STAT5A_2,STAT5A,0,-0.001922,0.1464
STAT5A_3,STAT5A,0,-0.0215,0.1278
STAT5A_4,STAT5A,0,-0.0007695,0.1367
STAT5A_5,STAT5A,0,-0.00869,0.1406
STAT5A_6,STAT5A,0,-0.02274,0.1604
STAT5B_1,STAT5B,0,-0.00383,0.1989
STAT5B_2,STAT5B,0,-0.04206,0.3586
STAT5B_3,STAT5B,0,-0.03191,0.2949
STAT5B_4,STAT5B,0,-0.02349,0.178
STAT5B_5,STAT5B,0,-0.01155,0.167
STAT5B_6,STAT5B,0,-0.001175,0.1503
STAT6_1,STAT6,0,-0.008202,0.2102
STAT6_2,STAT6,0,-0.0138,0.2424
STAT6_3,STAT6,0,-0.002516,0.1142
STAT6_4,STAT6,0,0.009393,0.2318
STAT6_5,STAT6,0,-0.002998,0.126
STAT6_6,STAT6,0,-0.01246,0.1423
STOX2_P1_1,STOX2,0,0.003316,0.2092
STOX2_P1_2,STOX2,0,-0.008656,0.1024
STOX2_P1_3,STOX2,0,-0.001691,0.2754
STOX2_P1_4,STOX2,0,-0.03431,0.2987
STOX2_P1_5,STOX2,0,0.00374,0.08903
STOX2_P1_6,STOX2,0,-0.0002945,0.092
STOX2_P2_1,STOX2,0,-0.008445,0.1812
STOX2_P2_2,STOX2,0,0.001742,0.1787
STOX2_P2_3,STOX2,0,-0.002917,0.1794
STOX2_P2_4,STOX2,0,-0.01173,0.2047
STOX2_P2_5,STOX2,0,0.0006413,0.08947
STOX2_P2_6,STOX2,0,-0.001514,0.1145
STRA13_1,STRA13,0,-0.01769,0.142
STRA13_2,STRA13,0,-0.02293,0.2712
STRA13_3,STRA13,0,-0.03359,0.4091
STRA13_4,STRA13,0,-0.01845,0.1771
STRA13_5,STRA13,0,0.008133,0.09909
STRA13_6,STRA13,0,-0.00815,0.1104
STRAP_1,STRAP,1,-0.05728,0.2591
STRAP_2,STRAP,0,-0.01911,0.2667
STRAP_3,STRAP,0,0.006876,0.2667
STRAP_4,STRAP,0,-0.1179,0.5676
STRAP_5,STRAP,1,-0.006582,0.07259
STRAP_6,STRAP,0,-0.004413,0.1082
SUB1_P1_1,SUB1,0,-0.03324,0.3411
SUB1_P1_2,SUB1,0,-0.004553,0.138
SUB1_P1_3,SUB1,0,-0.04621,0.4923
SUB1_P1_4,SUB1,0,-0.0001409,0.1668
SUB1_P1_5,SUB1,0,0.000549,0.09697
SUB1_P1_6,SUB1,0,-0.001442,0.0904
SUB1_P2_1,SUB1,0,-0.003396,0.2694
SUB1_P2_2,SUB1,0,-0.001087,0.09978
SUB1_P2_3,SUB1,0,-0.03189,0.3505
SUB1_P2_4,SUB1,0,-0.001853,0.1929
SUB1_P2_5,SUB1,0,0.004212,0.223
SUB1_P2_6,SUB1,0,-0.001956,0.114
SULT2A1_1,SULT2A1,0,-0.01006,0.1865
SULT2A1_2,SULT2A1,0,-0.05409,0.3961
SULT2A1_3,SULT2A1,0,-0.01812,0.1523
SULT2A1_4,SULT2A1,0,-0.1272,0.4791
SULT2A1_5,SULT2A1,0,0.01599,0.1747
SULT2A1_6,SULT2A1,0,-0.0002619,0.126
SUPT4H1_1,SUPT4H1,0,0.00608,0.2341
SUPT4H1_2,SUPT4H1,0,-0.009828,0.2355
SUPT4H1_3,SUPT4H1,0,-0.003022,0.1808
SUPT4H1_4,SUPT4H1,0,-0.01585,0.3624
SUPT4H1_5,SUPT4H1,0,0.005462,0.1312
SUPT4H1_6,SUPT4H1,0,-0.004466,0.1509
SUPT5H_1,SUPT5H,0,-0.1195,0.4833
SUPT5H_5,SUPT5H,0,-0.3171,0.7577
SUPT5H_6,SUPT5H,0,0.001306,0.1402
SUZ12_1,SUZ12,0,0.02076,0.2254
SUZ12_2,SUZ12,0,-0.04695,0.2807
SUZ12_3,SUZ12,0,-0.04736,0.3712
SUZ12_4,SUZ12,0,-0.01374,0.1991
SUZ12_5,SUZ12,0,-0.0131,0.1417
SUZ12_6,SUZ12,0,-0.007874,0.1479
TADA2A_1,TADA2A,0,-0.0179,0.2517
TADA2A_2,TADA2A,0,0.005007,0.3452
TADA2A_3,TADA2A,0,-0.02756,0.367
TADA2A_4,TADA2A,0,-0.0327,0.2763
TADA2A_5,TADA2A,0,-0.003921,0.08466
TADA2A_6,TADA2A,0,-0.007714,0.1122
TADA2B_1,TADA2B,0,-0.01627,0.1857
TADA2B_2,TADA2B,0,0.004829,0.1513
TADA2B_3,TADA2B,0,-0.01092,0.1313
TADA2B_4,TADA2B,0,-0.005252,0.165
TADA2B_5,TADA2B,0,-0.008208,0.09533
TADA2B_6,TADA2B,0,-0.008349,0.1233
TADA3_1,TADA3,0,0.003208,0.2328
TADA3_2,TADA3,0,0.0005866,0.2214
TADA3_3,TADA3,0,-0.01118,0.2463
TADA3_4,TADA3,0,-0.006522,0.1859
TADA3_5,TADA3,0,-0.00552,0.1477
TADA3_6,TADA3,0,-0.006197,0.1005
TAF10_1,TAF10,0,0.01425,0.2075
TAF10_2,TAF10,0,-0.01658,0.1733
TAF10_3,TAF10,0,-0.009865,0.2236
TAF10_4,TAF10,0,0.00131,0.2421
TAF10_5,TAF10,0,0.005647,0.2069
TAF10_6,TAF10,0,-0.01955,0.151
TAF11_1,TAF11,0,-0.05718,0.4653
TAF11_2,TAF11,0,-0.0233,0.3319
TAF11_3,TAF11,0,0.004872,0.1418
TAF11_4,TAF11,0,-0.01655,0.2264
TAF11_5,TAF11,0,0.004588,0.1221
TAF11_6,TAF11,0,-0.009115,0.1299
TAF12_1,TAF12,0,-0.07336,0.4837
TAF12_2,TAF12,0,0.01082,0.2107
TAF12_3,TAF12,0,-0.04164,0.2699
TAF12_4,TAF12,0,-0.000182,0.08229
TAF12_5,TAF12,0,0.002473,0.09741
TAF12_6,TAF12,0,-0.004784,0.0843
TAF13_1,TAF13,0,-0.2561,0.7918
TAF13_2,TAF13,0,-0.08606,0.7595
TAF13_3,TAF13,0,-0.1174,0.5345
TAF13_4,TAF13,0,-0.03828,0.349
TAF13_5,TAF13,0,0.02831,0.1607
TAF13_6,TAF13,0,-0.01385,0.1379
TAF1A_2,TAF1A,0,-0.1309,0.5929
TAF1A_3,TAF1A,0,-0.06771,0.4206
TAF1A_4,TAF1A,0,-0.1763,0.6595
TAF1A_5,TAF1A,0,-0.015,0.3793
TAF1A_6,TAF1A,0,-0.1226,0.4983
TAF1B_1,TAF1B,0,-0.04267,0.537
TAF1B_3,TAF1B,0,-0.01182,0.1885
TAF1B_4,TAF1B,0,-0.04017,0.235
TAF1B_5,TAF1B,0,-0.01678,0.1301
TAF1B_6,TAF1B,0,-0.009799,0.102
TAF1_1,TAF1,0,-0.01955,0.2815
TAF1_2,TAF1,0,-0.055,0.4222
TAF1_3,TAF1,0,-0.1202,0.3384
TAF1_4,TAF1,0,-0.07035,0.5055
TAF1_5,TAF1,0,-0.01294,0.2349
TAF1_6,TAF1,0,-0.02065,0.2037
TAF4B_1,TAF4B,0,0.01166,0.1398
TAF4B_2,TAF4B,0,-0.004214,0.1981
TAF4B_3,TAF4B,0,0.0009893,0.2194
TAF4B_4,TAF4B,0,-0.009063,0.2156
TAF4B_5,TAF4B,0,0.002035,0.1919
TAF4B_6,TAF4B,0,0.001113,0.1654
TAF4_1,TAF4,0,0.02136,0.24
TAF4_2,TAF4,0,-0.01966,0.1812
TAF4_3,TAF4,0,0.006808,0.2717
TAF4_4,TAF4,0,-0.005638,0.08968
TAF4_5,TAF4,0,-0.0009391,0.09163
TAF4_6,TAF4,0,-0.002059,0.2195
TAF5L_1,TAF5L,0,0.00494,0.1765
TAF5L_2,TAF5L,0,0.007324,0.134
TAF5L_3,TAF5L,0,-0.0007735,0.1346
TAF5L_4,TAF5L,0,-0.01597,0.2263
TAF5L_5,TAF5L,0,-0.01222,0.1448
TAF5L_6,TAF5L,0,0.002578,0.08585
TAF5_1,TAF5,0,-0.2726,0.7133
TAF5_2,TAF5,0,0.006399,0.2886
TAF5_3,TAF5,0,-0.006209,0.3058
TAF5_4,TAF5,0,-0.01172,0.3055
TAF5_5,TAF5,0,-0.01322,0.1674
TAF5_6,TAF5,0,-0.01631,0.2284
TAF6_1,TAF6,0,-0.1233,0.6505
TAF6_3,TAF6,0,-0.009784,0.2433
TAF6_4,TAF6,0,0.0008026,0.1974
TAF6_5,TAF6,0,-0.01919,0.2433
TAF6_6,TAF6,0,0.00216,0.08568
TAF7_1,TAF7,0,-0.01116,0.3157
TAF7_2,TAF7,0,-0.0592,0.3418
TAF7_3,TAF7,0,-0.3723,0.5676
TAF7_4,TAF7,0,-0.002545,0.272
TAF7_5,TAF7,0,0.002664,0.07762
TAF7_6,TAF7,0,-0.002954,0.04268
TAF9_1,TAF9,0,-0.006296,0.1996
TAF9_2,TAF9,0,0.01276,0.1876
TAF9_3,TAF9,0,-0.005263,0.2541
TAF9_4,TAF9,0,-0.01156,0.1787
TAF9_5,TAF9,0,-0.001458,0.1248
TAF9_6,TAF9,0,-0.01401,0.2143
TAL1_P1_1,TAL1,0,-0.003281,0.1642
TAL1_P1_2,TAL1,0,-0.00481,0.2053
TAL1_P1_3,TAL1,0,-0.006931,0.1966
TAL1_P1_4,TAL1,0,-0.01533,0.2255
TAL1_P1_5,TAL1,0,-0.004476,0.1904
TAL1_P1_6,TAL1,0,0.001815,0.08642
TAL1_P2_1,TAL1,0,-0.001171,0.3042
TAL1_P2_2,TAL1,0,-0.007002,0.2246
TAL1_P2_3,TAL1,0,-0.02015,0.3272
TAL1_P2_4,TAL1,0,-0.0004623,0.1096
TAL1_P2_5,TAL1,0,-0.005874,0.1354
TAL1_P2_6,TAL1,0,-0.0121,0.2104
TAL2_1,TAL2,0,-0.008956,0.1649
TAL2_2,TAL2,0,-0.008815,0.1569
TAL2_3,TAL2,0,-0.02183,0.2755
TAL2_4,TAL2,0,-0.01736,0.283
TAL2_5,TAL2,0,0.003092,0.2772
TAL2_6,TAL2,0,0.0005851,0.101
TARDBP_1,TARDBP,0,-0.009018,0.2744
TARDBP_2,TARDBP,0,-0.03475,0.2285
TARDBP_3,TARDBP,0,-0.008969,0.1859
TARDBP_4,TARDBP,0,0.001924,0.1117
TARDBP_5,TARDBP,0,0.006618,0.09901
TARDBP_6,TARDBP,0,0.003882,0.126
TAZ_1,TAZ,0,0.002483,0.26
TAZ_2,TAZ,0,-0.01366,0.2419
TAZ_3,TAZ,0,-0.0155,0.1278
TAZ_4,TAZ,0,-0.0792,0.4791
TAZ_5,TAZ,0,-0.001973,0.09182
TAZ_6,TAZ,0,0.001829,0.1493
TBPL1_1,TBPL1,0,-0.03865,0.2871
TBPL1_2,TBPL1,0,-0.01064,0.2438
TBPL1_3,TBPL1,0,-0.02933,0.2019
TBPL1_4,TBPL1,0,-0.0003267,0.1836
TBPL1_5,TBPL1,0,0.002864,0.139
TBPL1_6,TBPL1,0,-0.01601,0.2282
TBPL2_1,TBPL2,0,0.006449,0.2317
TBPL2_2,TBPL2,0,-0.03357,0.2157
TBPL2_3,TBPL2,0,-0.01104,0.2198
TBPL2_4,TBPL2,0,0.003547,0.07977
TBPL2_5,TBPL2,0,0.003344,0.1052
TBPL2_6,TBPL2,0,-0.004534,0.14
TBP_1,TBP,0,-0.06581,0.3826
TBP_2,TBP,0,-0.007736,0.1529
TBP_3,TBP,0,-0.007535,0.2147
TBP_4,TBP,0,-0.0006571,0.09267
TBP_5,TBP,0,0.01515,0.1398
TBP_6,TBP,0,-0.0019,0.1043
TBR1_1,TBR1,0,-0.009123,0.1252
TBR1_2,TBR1,0,-0.02922,0.2373
TBR1_3,TBR1,0,-0.01167,0.1684
TBR1_4,TBR1,0,-0.01598,0.1748
TBR1_5,TBR1,0,0.01251,0.1899
TBR1_6,TBR1,0,-0.01214,0.09252
TBX10_1,TBX10,0,-0.0004951,0.1204
TBX10_2,TBX10,0,-0.01011,0.1395
TBX10_3,TBX10,0,-0.02081,0.2836
TBX10_4,TBX10,0,-0.009316,0.231
TBX10_5,TBX10,0,-0.01509,0.1338
TBX10_6,TBX10,0,-0.004869,0.1499
TBX15_1,TBX15,0,0.005702,0.1669
TBX15_2,TBX15,0,0.002424,0.1868
TBX15_3,TBX15,0,0.001598,0.2095
TBX15_4,TBX15,0,0.006824,0.1576
TBX15_5,TBX15,0,0.0103,0.1115
TBX15_6,TBX15,0,-0.002939,0.146
TBX18_P1_1,TBX18,0,-0.008507,0.2226
TBX18_P1_2,TBX18,0,0.01562,0.1931
TBX18_P1_3,TBX18,0,-0.0001134,0.1975
TBX18_P1_4,TBX18,0,-0.01668,0.1441
TBX18_P1_5,TBX18,0,-0.0009485,0.1856
TBX18_P1_6,TBX18,0,-0.002808,0.08584
TBX18_P2_1,TBX18,0,-0.003554,0.1365
TBX18_P2_2,TBX18,0,-0.00846,0.1941
TBX18_P2_3,TBX18,0,-0.007553,0.1064
TBX18_P2_5,TBX18,0,0.0006082,0.1411
TBX18_P2_6,TBX18,0,-0.005048,0.1223
TBX19_1,TBX19,0,-0.01229,0.2684
TBX19_2,TBX19,0,-0.005353,0.1803
TBX19_3,TBX19,0,0.002918,0.09918
TBX19_4,TBX19,0,-0.2716,0.7695
TBX19_5,TBX19,0,-0.002453,0.1113
TBX19_6,TBX19,0,-0.008231,0.1707
TBX1_1,TBX1,0,0.003234,0.1593
TBX1_2,TBX1,0,-0.1705,0.6087
TBX1_3,TBX1,0,0.003545,0.299
TBX1_4,TBX1,0,-0.01768,0.2345
TBX1_5,TBX1,0,-0.003628,0.1321
TBX1_6,TBX1,0,-0.01399,0.1254
TBX20_1,TBX20,0,-0.01158,0.1904
TBX20_2,TBX20,0,-0.00803,0.1594
TBX20_3,TBX20,0,-0.01699,0.1895
TBX20_4,TBX20,0,-0.007189,0.1812
TBX20_5,TBX20,0,0.007005,0.16
TBX20_6,TBX20,0,-0.004693,0.1192
TBX21_1,TBX21,0,-0.01853,0.3243
TBX21_2,TBX21,0,-0.007687,0.1354
TBX21_3,TBX21,0,-0.01503,0.2234
TBX21_4,TBX21,0,-0.01315,0.1883
TBX21_5,TBX21,0,-0.01299,0.247
TBX21_6,TBX21,0,-0.01079,0.1038
TBX22_1,TBX22,0,-0.01754,0.1444
TBX22_2,TBX22,0,-0.01751,0.1954
TBX22_3,TBX22,0,-0.00149,0.1125
TBX22_4,TBX22,0,-0.03281,0.3579
TBX22_5,TBX22,0,-0.005271,0.1594
TBX22_6,TBX22,0,0.008448,0.1323
TBX2_1,TBX2,0,-0.01997,0.3337
TBX2_2,TBX2,0,-0.06617,0.3468
TBX2_3,TBX2,0,-0.02075,0.3882
TBX2_4,TBX2,0,-0.01002,0.1498
TBX2_5,TBX2,0,-0.02795,0.233
TBX2_6,TBX2,0,0.005583,0.1998
TBX3_1,TBX3,0,-0.009105,0.2389
TBX3_2,TBX3,0,-0.03,0.281
TBX3_3,TBX3,0,0.003385,0.2587
TBX3_4,TBX3,0,-0.006945,0.1628
TBX3_5,TBX3,0,-0.009131,0.1261
TBX3_6,TBX3,0,-0.005468,0.1304
TBX4_P1_1,TBX4,0,-0.008352,0.1909
TBX4_P1_2,TBX4,0,-7.495e-05,0.1576
TBX4_P1_3,TBX4,0,-0.009182,0.1387
TBX4_P1_4,TBX4,0,-0.001901,0.1535
TBX4_P1_5,TBX4,0,-0.006564,0.177
TBX4_P1_6,TBX4,0,0.004665,0.1883
TBX4_P2_2,TBX4,0,0.0006713,0.1566
TBX4_P2_3,TBX4,0,-0.01211,0.1745
TBX4_P2_4,TBX4,0,-0.005258,0.1357
TBX4_P2_5,TBX4,0,-0.01068,0.1334
TBX4_P2_6,TBX4,0,-0.009455,0.1826
TBX5_P1_1,TBX5,0,0.001297,0.1504
TBX5_P1_2,TBX5,0,-0.009826,0.154
TBX5_P1_3,TBX5,0,-0.01954,0.2217
TBX5_P1_4,TBX5,0,0.002855,0.1654
TBX5_P1_5,TBX5,0,-0.002865,0.08219
TBX5_P1_6,TBX5,0,-0.002726,0.06473
TBX5_P2_1,TBX5,0,-0.02053,0.1735
TBX5_P2_2,TBX5,0,-0.002959,0.153
TBX5_P2_3,TBX5,0,-0.02066,0.1979
TBX5_P2_4,TBX5,0,0.01289,0.3689
TBX5_P2_5,TBX5,0,-0.01458,0.1534
TBX5_P2_6,TBX5,0,-0.02412,0.175
TBX6_1,TBX6,0,-0.007982,0.2624
TBX6_2,TBX6,0,-0.02447,0.205
TBX6_3,TBX6,0,0.009879,0.1614
TBX6_4,TBX6,0,-0.002846,0.2439
TBX6_5,TBX6,0,-0.004309,0.1397
TBX6_6,TBX6,0,-0.01256,0.1818
TCEB1_1,TCEB1,0,-0.009802,0.2097
TCEB1_2,TCEB1,0,-0.006555,0.3272
TCEB1_3,TCEB1,0,-0.2231,0.6092
TCEB1_4,TCEB1,0,-0.002504,0.232
TCEB1_5,TCEB1,0,-0.03318,0.248
TCEB1_6,TCEB1,0,-0.004162,0.07879
TCEB2_1,TCEB2,0,-0.00585,0.1639
TCEB2_2,TCEB2,0,0.0194,0.3851
TCEB2_3,TCEB2,0,-0.005289,0.226
TCEB2_4,TCEB2,0,-0.01162,0.1708
TCEB2_5,TCEB2,0,0.002479,0.07637
TCEB2_6,TCEB2,0,-0.006536,0.07865
TCEB3_1,TCEB3,0,-0.0178,0.3069
TCEB3_2,TCEB3,0,-0.0009744,0.1128
TCEB3_3,TCEB3,0,-0.002399,0.1899
TCEB3_4,TCEB3,0,-0.002632,0.125
TCEB3_5,TCEB3,0,-0.005734,0.1193
TCEB3_6,TCEB3,0,0.0063,0.1278
TCERG1_1,TCERG1,0,-0.00825,0.1828
TCERG1_2,TCERG1,0,-0.01299,0.2253
TCERG1_3,TCERG1,0,-0.004774,0.1088
TCERG1_4,TCERG1,0,0.001352,0.15
TCERG1_5,TCERG1,0,-0.01747,0.1225
TCERG1_6,TCERG1,0,0.00373,0.09956
TCF12_P1_1,TCF12,0,-0.002258,0.1645
TCF12_P1_2,TCF12,0,-0.02894,0.1553
TCF12_P1_3,TCF12,0,-0.005353,0.2373
TCF12_P1_4,TCF12,0,0.001832,0.1081
TCF12_P1_5,TCF12,0,-0.01679,0.2316
TCF12_P1_6,TCF12,0,-0.001796,0.1283
TCF12_P2_1,TCF12,0,0.005938,0.1802
TCF12_P2_2,TCF12,0,-0.02084,0.159
TCF12_P2_3,TCF12,0,-0.03788,0.4251
TCF12_P2_4,TCF12,0,-0.01068,0.2366
TCF12_P2_5,TCF12,0,0.001347,0.1347
TCF12_P2_6,TCF12,0,-0.007886,0.1649
TCF15_1,TCF15,0,-0.00507,0.2041
TCF15_2,TCF15,0,-0.01194,0.1782
TCF15_3,TCF15,0,-0.04046,0.3015
TCF15_4,TCF15,0,-0.01012,0.1784
TCF15_5,TCF15,0,-0.01186,0.1221
TCF15_6,TCF15,0,-0.01512,0.09889
TCF19_P1_1,TCF19,0,-0.0176,0.1983
TCF19_P1_2,TCF19,0,-0.02266,0.3781
TCF19_P1_3,TCF19,0,-0.006168,0.1672
TCF19_P1_4,TCF19,0,0.007203,0.1671
TCF19_P1_5,TCF19,0,-0.004942,0.07119
TCF19_P1_6,TCF19,0,-0.005684,0.1566
TCF19_P2_1,TCF19,0,-0.005975,0.1154
TCF19_P2_2,TCF19,0,-0.005344,0.2014
TCF19_P2_3,TCF19,0,0.002049,0.1966
TCF19_P2_4,TCF19,0,-0.01926,0.2376
TCF19_P2_5,TCF19,0,-0.0178,0.1414
TCF19_P2_6,TCF19,0,-0.01878,0.1769
TCF20_1,TCF20,0,-0.0004695,0.1808
TCF20_2,TCF20,0,0.003228,0.1521
TCF20_3,TCF20,0,-0.0006275,0.3175
TCF20_4,TCF20,0,-0.08054,0.5998
TCF20_5,TCF20,0,0.005407,0.1405
TCF20_6,TCF20,0,0.0002721,0.1027
TCF21_1,TCF21,0,-0.007596,0.1969
TCF21_2,TCF21,0,-0.01572,0.2071
TCF21_3,TCF21,0,0.004464,0.247
TCF21_4,TCF21,0,-0.01784,0.1855
TCF21_5,TCF21,0,-0.004176,0.1536
TCF21_6,TCF21,0,0.006825,0.07913
TCF23_1,TCF23,0,-0.00209,0.2191
TCF23_2,TCF23,0,-0.01359,0.1749
TCF23_3,TCF23,0,0.002152,0.2153
TCF23_4,TCF23,0,0.002924,0.147
TCF23_5,TCF23,0,0.004694,0.1663
TCF23_6,TCF23,0,0.003838,0.126
TCF24_1,TCF24,0,-0.01059,0.2442
TCF24_2,TCF24,0,-0.01378,0.1604
TCF24_3,TCF24,0,-0.01438,0.242
TCF24_4,TCF24,0,-0.1577,0.5583
TCF24_5,TCF24,0,-0.01121,0.1476
TCF24_6,TCF24,0,0.01146,0.1802
TCF25_1,TCF25,0,0.005664,0.2312
TCF25_3,TCF25,0,-0.01027,0.1025
TCF25_4,TCF25,0,-0.01181,0.1609
TCF25_5,TCF25,0,-0.02097,0.1651
TCF25_6,TCF25,0,-0.001634,0.1027
TCF3_1,TCF3,0,-0.002543,0.09597
TCF3_2,TCF3,0,-0.009376,0.2137
TCF3_3,TCF3,0,-0.007827,0.1485
TCF3_4,TCF3,0,0.00559,0.1771
TCF3_5,TCF3,0,-0.01289,0.19
TCF3_6,TCF3,0,-0.003715,0.1183
TCF4_1,TCF4,0,-0.006325,0.155
TCF4_2,TCF4,0,-0.01179,0.1201
TCF4_3,TCF4,0,0.004118,0.1461
TCF4_4,TCF4,0,-0.03344,0.2912
TCF4_5,TCF4,0,-0.001106,0.1437
TCF4_6,TCF4,0,-0.008469,0.228
TCF7L1_1,TCF7L1,0,-0.02454,0.1914
TCF7L1_2,TCF7L1,0,-0.01226,0.1287
TCF7L1_3,TCF7L1,0,-0.03451,0.4435
