guide,target,active,center,scale
FOXP1_P3_1|FOXP1_P2_2,FOXP1|FOXP1,0,-0.004946,0.1313
FOXP1_P3_2,FOXP1,0,-0.05186,0.3058
FOXP1_P3_3|FOXP1_P2_4,FOXP1|FOXP1,0,-0.01106,0.1362
FOXP1_P3_4|FOXP1_P2_5,FOXP1|FOXP1,0,-0.01459,0.1465
FOXP1_P3_5,FOXP1,0,-0.02128,0.1804
FOXP1_P3_6,FOXP1,0,-0.01999,0.198
FOXP1_P4_1,FOXP1,0,-0.04987,0.1858
FOXP1_P4_2,FOXP1,0,-0.02057,0.2442
FOXP1_P4_3,FOXP1,0,-0.007731,0.183
FOXP1_P4_4,FOXP1,0,-0.003397,0.2503
FOXP1_P4_5,FOXP1,0,-0.05877,0.6607
FOXP1_P4_6,FOXP1,0,0.001939,0.1101
FOXP2_P1_1,FOXP2,0,-0.009208,0.1795
FOXP2_P1_2,FOXP2,0,-0.01281,0.2176
FOXP2_P1_3,FOXP2,0,0.006888,0.1432
FOXP2_P1_4,FOXP2,0,-0.0005079,0.1157
FOXP2_P1_5,FOXP2,0,-0.0004369,0.1489
FOXP2_P1_6,FOXP2,0,-0.009629,0.1759
FOXP2_P2_1,FOXP2,0,-0.00657,0.1694
FOXP2_P2_2,FOXP2,0,-0.00922,0.1893
FOXP2_P2_3,FOXP2,0,-0.009971,0.2449
FOXP2_P2_4,FOXP2,0,-0.007204,0.1541
FOXP2_P2_5,FOXP2,0,-0.003163,0.1853
FOXP2_P2_6,FOXP2,0,-0.007856,0.1778
FOXP3_1,FOXP3,0,-0.02877,0.2575
FOXP3_2,FOXP3,0,-0.005347,0.1479
FOXP3_3,FOXP3,0,-0.005416,0.09928
FOXP3_5,FOXP3,0,0.004063,0.1328
FOXP3_6,FOXP3,0,-0.01017,0.1536
FOXP4_1,FOXP4,0,-0.01419,0.1828
FOXP4_2,FOXP4,0,0.01573,0.2573
FOXP4_3,FOXP4,0,-0.003386,0.2326
FOXP4_4,FOXP4,0,0.00657,0.1914
FOXP4_5,FOXP4,0,-0.01022,0.114
FOXP4_6,FOXP4,0,-0.01166,0.1196
FOXQ1_1,FOXQ1,0,-0.06504,0.4014
FOXQ1_2,FOXQ1,0,-0.005823,0.2075
FOXQ1_3,FOXQ1,0,-0.02108,0.193
FOXQ1_4,FOXQ1,0,-0.001986,0.1352
FOXQ1_5,FOXQ1,0,-0.003044,0.1462
FOXQ1_6,FOXQ1,0,0.004407,0.2096
FOXR1_1,FOXR1,0,-0.002664,0.2024
FOXR1_2,FOXR1,0,-0.005475,0.1598
FOXR1_3,FOXR1,0,-0.003484,0.2515
FOXR1_4,FOXR1,0,-0.00608,0.1209
FOXR1_5,FOXR1,0,-0.006285,0.14
FOXR1_6,FOXR1,0,-0.003992,0.08993
FOXR2_1,FOXR2,0,0.004337,0.1345
FOXR2_2,FOXR2,0,0.01035,0.2054
FOXR2_3,FOXR2,0,-0.01369,0.2006
FOXR2_4,FOXR2,0,-0.0197,0.2398
FOXR2_5,FOXR2,0,-0.009162,0.2053
FOXR2_6,FOXR2,0,-0.01061,0.105
FOXS1_1,FOXS1,0,-0.03659,0.2451
FOXS1_2,FOXS1,0,-0.003468,0.1533
FOXS1_3,FOXS1,0,-0.00449,0.1395
FOXS1_4,FOXS1,0,-0.02413,0.2428
FOXS1_5,FOXS1,0,9.658e-05,0.08979
FOXS1_6,FOXS1,0,-0.004178,0.1288
FUBP1_1,FUBP1,0,-0.003243,0.2987
FUBP1_2,FUBP1,0,0.007896,0.2912
FUBP1_3,FUBP1,0,0.008177,0.2107
FUBP1_4,FUBP1,0,0.001283,0.1132
FUBP1_5,FUBP1,0,-0.00221,0.07131
FUBP1_6,FUBP1,0,0.0003827,0.1108
FUBP3_1,FUBP3,0,-0.005494,0.2076
FUBP3_2,FUBP3,0,0.01792,0.2642
FUBP3_3,FUBP3,0,-0.001725,0.1401
FUBP3_4,FUBP3,0,0.01502,0.2103
FUBP3_5,FUBP3,0,-0.01352,0.2264
FUBP3_6,FUBP3,0,-0.003179,0.1699
FXN_1,FXN,0,-0.07789,0.5685
FXN_2,FXN,0,-0.01961,0.3894
FXN_3,FXN,0,-0.09382,0.483
FXN_4,FXN,0,-0.02994,0.3095
FXN_5,FXN,0,-0.1328,0.5425
FXN_6,FXN,0,-0.007993,0.1369
GABPA_1,GABPA,0,-0.01502,0.2401
GABPA_2,GABPA,0,-0.04273,0.1882
GABPA_3,GABPA,0,-0.3308,0.7016
GABPA_4,GABPA,0,-0.01437,0.3195
GABPA_5,GABPA,0,-0.007835,0.1318
GABPA_6,GABPA,0,0.002339,0.06849
GABPB1_1,GABPB1,0,-0.02031,0.2074
GABPB1_2,GABPB1,0,-0.01653,0.1622
GABPB1_3,GABPB1,0,-0.009388,0.1414
GABPB1_4,GABPB1,0,-0.01948,0.222
GABPB1_5,GABPB1,0,-0.0002659,0.1579
GABPB1_6,GABPB1,0,-0.006702,0.142
GAS7_1,GAS7,0,-0.01796,0.2595
GAS7_2,GAS7,0,-0.01997,0.193
GAS7_3,GAS7,0,-0.02871,0.3531
GAS7_4,GAS7,0,-0.009872,0.1236
GAS7_5,GAS7,0,-0.006206,0.1563
GAS7_6,GAS7,0,-0.005083,0.1516
GATA1_1,GATA1,0,-0.03867,0.2816
GATA1_2,GATA1,0,-0.03672,0.381
GATA1_3,GATA1,0,-0.007997,0.2482
GATA1_4,GATA1,0,0.003914,0.09882
GATA1_5,GATA1,0,-0.0256,0.2367
GATA1_6,GATA1,0,-0.01005,0.1218
GATA2_P1_1,GATA2,0,-0.1661,0.6629
GATA2_P1_2,GATA2,0,0.007459,0.2127
GATA2_P1_3,GATA2,0,-0.01318,0.213
GATA2_P1_4,GATA2,0,-0.01347,0.176
GATA2_P1_5,GATA2,0,-0.002132,0.1487
GATA2_P1_6,GATA2,0,-0.01146,0.174
GATA2_P2_1,GATA2,0,-0.009718,0.1786
GATA2_P2_2,GATA2,0,-0.0243,0.1572
GATA2_P2_3,GATA2,0,-0.01315,0.2741
GATA2_P2_4,GATA2,0,-0.04008,0.4588
GATA2_P2_5,GATA2,0,-0.00805,0.174
GATA2_P2_6,GATA2,0,-0.001495,0.06221
GATA3_1,GATA3,0,-0.01621,0.1442
GATA3_2,GATA3,0,-0.01068,0.25
GATA3_3,GATA3,0,-0.02405,0.2938
GATA3_4,GATA3,0,-0.01075,0.2802
GATA3_5,GATA3,0,0.0001659,0.1129
GATA3_6,GATA3,0,-0.0126,0.1289
GATA4_1,GATA4,0,-0.01742,0.2371
GATA4_2,GATA4,0,-0.04817,0.3417
GATA4_3,GATA4,0,-0.01607,0.1441
GATA4_4,GATA4,0,0.01425,0.2601
GATA4_5,GATA4,0,-0.01589,0.1869
GATA4_6,GATA4,0,0.007106,0.1121
GATA5_1,GATA5,0,-0.002835,0.1805
GATA5_2,GATA5,0,-0.01756,0.2145
GATA5_3,GATA5,0,0.004057,0.1273
GATA5_4,GATA5,0,-0.02111,0.3742
GATA5_5,GATA5,0,0.003494,0.1326
GATA5_6,GATA5,0,-0.02094,0.1235
GATA6_1,GATA6,0,-0.01736,0.2405
GATA6_2,GATA6,0,-0.01659,0.1728
GATA6_3,GATA6,0,-0.004051,0.2253
GATA6_4,GATA6,0,-0.02649,0.1883
GATA6_5,GATA6,0,-0.02459,0.2178
GATA6_6,GATA6,0,-0.02166,0.2338
GATA6_TSS_1,GATA6_TSS,0,-0.004989,0.1722
GATA6_TSS_2,GATA6_TSS,0,-0.01726,0.2308
GATA6_TSS_3,GATA6_TSS,0,-0.006476,0.2253
GATA6_TSS_4,GATA6_TSS,0,-0.07114,0.4147
GATA6_TSS_5,GATA6_TSS,0,-0.02361,0.2544
GATA6_TSS_6,GATA6_TSS,0,0.007416,0.1322
GATAD1_1,GATAD1,0,-0.01264,0.1768
GATAD1_2,GATAD1,0,0.004264,0.1641
GATAD1_3,GATAD1,0,0.008095,0.1763
GATAD1_4,GATAD1,0,-0.02045,0.2287
GATAD1_5,GATAD1,0,-0.005407,0.1265
GATAD1_6,GATAD1,0,-0.02525,0.09492
GATAD2A_P1_1,GATAD2A,0,-0.01435,0.216
GATAD2A_P1_2,GATAD2A,0,0.0004258,0.2525
GATAD2A_P1_3,GATAD2A,0,-0.043,0.4343
GATAD2A_P1_4,GATAD2A,0,0.01197,0.2356
GATAD2A_P1_5,GATAD2A,0,0.001435,0.1354
GATAD2A_P1_6,GATAD2A,0,-0.01451,0.1042
GATAD2A_P2_1,GATAD2A,0,-0.007244,0.1699
GATAD2A_P2_2,GATAD2A,0,-0.02431,0.3149
GATAD2A_P2_3,GATAD2A,0,0.01982,0.2377
GATAD2A_P2_4,GATAD2A,0,-0.0154,0.2104
GATAD2A_P2_5,GATAD2A,0,-0.0215,0.2373
GATAD2A_P2_6,GATAD2A,0,-0.02758,0.3127
GATAD2B_1,GATAD2B,0,-0.006834,0.1369
GATAD2B_2,GATAD2B,0,0.005282,0.2118
GATAD2B_3,GATAD2B,0,-0.1012,0.4516
GATAD2B_4,GATAD2B,0,-0.0118,0.1199
GATAD2B_5,GATAD2B,0,-0.007828,0.1015
GATAD2B_6,GATAD2B,0,0.003636,0.1435
GBX1_P1_1,GBX1,0,-0.01415,0.186
GBX1_P1_2,GBX1,0,0.00946,0.1711
GBX1_P1_3,GBX1,0,-0.0382,0.1844
GBX1_P1_4,GBX1,0,0.01378,0.1484
GBX1_P1_5,GBX1,0,-0.01063,0.177
GBX1_P1_6,GBX1,0,-0.003335,0.1154
GBX1_P2_1,GBX1,0,-0.009549,0.223
GBX1_P2_2,GBX1,0,-0.01658,0.1924
GBX1_P2_3,GBX1,0,-0.01735,0.2403
GBX1_P2_4,GBX1,0,-0.01899,0.2279
GBX1_P2_5,GBX1,0,0.0009981,0.09921
GBX1_P2_6,GBX1,0,-0.008213,0.1108
GBX2_1,GBX2,0,0.01738,0.2477
GBX2_2,GBX2,0,-0.01206,0.2065
GBX2_3,GBX2,0,-0.08988,0.419
GBX2_4,GBX2,0,-0.005283,0.2619
GBX2_5,GBX2,0,0.00266,0.1473
GBX2_6,GBX2,0,-0.01017,0.1333
GCFC2_1,GCFC2,0,-0.02621,0.2572
GCFC2_2,GCFC2,0,-0.002072,0.1736
GCFC2_3,GCFC2,0,-0.0407,0.2854
GCFC2_4,GCFC2,0,-0.02036,0.1977
GCFC2_5,GCFC2,0,-0.005096,0.07989
GCFC2_6,GCFC2,0,-0.008535,0.1176
GCM1_1,GCM1,0,-0.02229,0.1913
GCM1_2,GCM1,0,-0.01113,0.1744
GCM1_3,GCM1,0,0.009817,0.1592
GCM1_4,GCM1,0,-0.01924,0.1758
GCM1_5,GCM1,0,-0.01493,0.1846
GCM1_6,GCM1,0,-0.006381,0.141
GCM2_1,GCM2,0,-0.005839,0.1328
GCM2_2,GCM2,0,-0.01652,0.4694
GCM2_3,GCM2,0,-0.01909,0.326
GCM2_4,GCM2,0,-0.01392,0.2105
GCM2_5,GCM2,0,0.005663,0.1283
GCM2_6,GCM2,0,-0.00286,0.1542
GFI1B_1,GFI1B,0,-0.002785,0.1274
GFI1B_2,GFI1B,0,-0.02188,0.2049
GFI1B_3,GFI1B,0,-0.01578,0.1632
GFI1B_4,GFI1B,0,-0.01028,0.2107
GFI1B_5,GFI1B,0,0.00464,0.1263
GFI1B_6,GFI1B,0,-0.0108,0.1372
GFI1_P1_1,GFI1,0,0.001556,0.18
GFI1_P1_2,GFI1,0,-0.0008095,0.1739
GFI1_P1_3,GFI1,0,-0.01685,0.1882
GFI1_P1_4,GFI1,0,-0.003575,0.2286
GFI1_P1_5,GFI1,0,-0.003113,0.08239
GFI1_P1_6,GFI1,0,-0.002918,0.1933
GFI1_P2_1,GFI1,0,-0.0262,0.2464
GFI1_P2_2,GFI1,0,-0.02088,0.225
GFI1_P2_3,GFI1,0,-0.01293,0.2637
GFI1_P2_4,GFI1,0,-0.0319,0.4252
GFI1_P2_5,GFI1,0,-0.004186,0.1521
GFI1_P2_6,GFI1,0,-0.02223,0.1704
GLI1_1,GLI1,0,0.0209,0.1949
GLI1_2,GLI1,0,0.001511,0.1772
GLI1_3,GLI1,0,-0.01259,0.2137
GLI1_4,GLI1,0,-0.006691,0.181
GLI1_5,GLI1,0,0.001629,0.1156
GLI1_6,GLI1,0,0.007913,0.1145
GLI2_P1_1,GLI2,0,-0.01085,0.1543
GLI2_P1_2,GLI2,0,-0.02053,0.1971
GLI2_P1_3,GLI2,0,-0.01428,0.2293
GLI2_P1_4,GLI2,0,-0.005644,0.1697
GLI2_P1_5,GLI2,0,-0.001303,0.08399
GLI2_P1_6,GLI2,0,0.00405,0.159
GLI2_P2_1,GLI2,0,0.01342,0.1906
GLI2_P2_2,GLI2,0,-0.007023,0.1571
GLI2_P2_3,GLI2,0,-0.006446,0.1405
GLI2_P2_4,GLI2,0,0.003304,0.2108
GLI2_P2_5,GLI2,0,-0.02007,0.2546
GLI2_P2_6,GLI2,0,-0.004074,0.08311
GLI3_1,GLI3,0,-0.007664,0.1466
GLI3_2,GLI3,0,-0.0238,0.2375
GLI3_3,GLI3,0,-0.02012,0.1643
GLI3_4,GLI3,0,-0.008691,0.2279
GLI3_5,GLI3,0,-0.006476,0.09982
GLI3_6,GLI3,0,0.000776,0.1134
GLI4_1,GLI4,0,-0.004207,0.1803
GLI4_2,GLI4,0,-0.01909,0.1991
GLI4_3,GLI4,0,-0.04614,0.3311
GLI4_4,GLI4,0,-0.03852,0.3196
GLI4_5,GLI4,0,-0.004464,0.15
GLI4_6,GLI4,0,-0.004501,0.1309
GLIS1_1,GLIS1,0,-0.008984,0.1254
GLIS1_2,GLIS1,0,0.007572,0.1437
GLIS1_3,GLIS1,0,-0.01754,0.2026
GLIS1_4,GLIS1,0,-0.01698,0.2054
GLIS1_5,GLIS1,0,0.001302,0.1011
GLIS1_6,GLIS1,0,0.003816,0.1064
GLIS2_1,GLIS2,0,-0.01978,0.1642
GLIS2_2,GLIS2,0,-0.01304,0.2678
GLIS2_3,GLIS2,0,-0.003689,0.2137
GLIS2_4,GLIS2,0,-0.03695,0.213
GLIS2_5,GLIS2,0,-0.009017,0.1681
GLIS2_6,GLIS2,0,-0.007294,0.1837
GLIS3_1,GLIS3,0,0.004284,0.2096
GLIS3_2,GLIS3,0,-0.02737,0.341
GLIS3_3,GLIS3,0,-0.004815,0.1662
GLIS3_4,GLIS3,0,-0.1055,0.4649
GLIS3_5,GLIS3,0,-0.003806,0.2094
GLIS3_6,GLIS3,0,-0.01689,0.1603
GLYR1_1,GLYR1,0,-0.02143,0.1944
GLYR1_2,GLYR1,0,-0.01829,0.1895
GLYR1_3,GLYR1,0,-0.004831,0.2842
GLYR1_4,GLYR1,0,-0.01771,0.1906
GLYR1_5,GLYR1,0,0.007546,0.1437
GLYR1_6,GLYR1,0,0.00286,0.0859
GMEB1_1,GMEB1,0,-0.0009329,0.1762
GMEB1_2,GMEB1,0,-0.008838,0.1918
GMEB1_3,GMEB1,0,-0.01548,0.2039
GMEB1_4,GMEB1,0,-0.1352,0.536
GMEB1_5,GMEB1,0,-0.003154,0.1929
GMEB1_6,GMEB1,0,-0.01773,0.1603
GMEB2_1,GMEB2,0,0.008067,0.3473
GMEB2_2,GMEB2,1,-0.02461,0.285
GMEB2_3,GMEB2,0,-0.016,0.1776
GMEB2_4,GMEB2,1,-0.005164,0.1426
GMEB2_5,GMEB2,0,0.01148,0.2265
GMEB2_6,GMEB2,0,-0.002393,0.1535
GON4L_P1_1,GON4L,0,0.001071,0.1625
GON4L_P1_2,GON4L,0,0.003118,0.1645
GON4L_P1_3,GON4L,0,-0.02687,0.1835
GON4L_P1_4,GON4L,0,-0.03761,0.289
GON4L_P1_5,GON4L,0,-0.001285,0.1427
GON4L_P1_6,GON4L,0,-0.01476,0.1382
GON4L_P2_1,GON4L,0,0.00483,0.2262
GON4L_P2_2,GON4L,0,-0.01547,0.1153
GON4L_P2_3,GON4L,0,-0.05546,0.3303
GON4L_P2_4,GON4L,0,-0.02013,0.2855
GON4L_P2_5,GON4L,0,-0.007835,0.1314
GON4L_P2_6,GON4L,0,-0.001334,0.06528
GPBP1L1_1,GPBP1L1,0,-0.01849,0.302
GPBP1L1_2,GPBP1L1,0,-0.02146,0.1721
GPBP1L1_3,GPBP1L1,0,0.0007223,0.1175
GPBP1L1_4,GPBP1L1,0,0.00094,0.1077
GPBP1L1_5,GPBP1L1,0,0.0005068,0.1096
GPBP1L1_6,GPBP1L1,0,0.001533,0.1523
GPBP1_1,GPBP1,0,-0.003127,0.1568
GPBP1_2,GPBP1,0,-0.0134,0.1791
GPBP1_3,GPBP1,0,-0.02741,0.2666
GPBP1_4,GPBP1,0,9.523e-05,0.06135
GPBP1_5,GPBP1,0,0.003372,0.09952
GPBP1_6,GPBP1,0,-0.01224,0.1401
GRHL1_1,GRHL1,0,-0.03175,0.2624
GRHL1_2,GRHL1,0,-0.028,0.3261
GRHL1_3,GRHL1,0,-0.01315,0.252
GRHL1_4,GRHL1,0,-0.04461,0.3414
GRHL1_5,GRHL1,0,0.002507,0.08453
GRHL1_6,GRHL1,0,-0.005608,0.14
GRHL2_1,GRHL2,1,0.006483,0.1606
GRHL2_2,GRHL2,1,-0.02567,0.253
GRHL2_3,GRHL2,1,-0.006149,0.2312
GRHL2_4,GRHL2,1,0.005369,0.1191
GRHL2_5,GRHL2,1,0.0003006,0.09233
GRHL2_6,GRHL2,1,-0.0008105,0.118
GRHL3_1,GRHL3,0,-0.007946,0.2561
GRHL3_2,GRHL3,0,0.002171,0.1627
GRHL3_3,GRHL3,0,-0.03383,0.3362
GRHL3_4,GRHL3,0,-0.008121,0.2381
GRHL3_5,GRHL3,0,-0.02133,0.2171
GRHL3_6,GRHL3,0,0.001971,0.08578
GSC2_1,GSC2,0,0.00881,0.3182
GSC2_2,GSC2,0,-0.009876,0.1697
GSC2_3,GSC2,0,-0.06237,0.4298
GSC2_4,GSC2,0,-0.003871,0.1156
GSC2_5,GSC2,0,-0.001492,0.1016
GSC2_6,GSC2,0,-0.02069,0.1351
GSC_1,GSC,0,0.001125,0.1971
GSC_2,GSC,0,-0.02227,0.2632
GSC_3,GSC,0,-0.02324,0.181
GSC_4,GSC,0,0.01495,0.1364
GSC_5,GSC,0,-0.001642,0.07632
GSC_6,GSC,0,-0.00295,0.1094
GSX1_1,GSX1,0,-0.02219,0.2559
GSX1_2,GSX1,0,-0.1531,0.5914
GSX1_3,GSX1,0,-0.002988,0.3344
GSX1_4,GSX1,0,-0.02036,0.2231
GSX1_5,GSX1,0,0.002094,0.1444
GSX1_6,GSX1,0,-0.007566,0.1275
GSX2_1,GSX2,0,-0.01162,0.187
GSX2_2,GSX2,0,-0.0228,0.2661
GSX2_3,GSX2,0,-0.005868,0.1647
GSX2_4,GSX2,0,-0.007499,0.2956
GSX2_5,GSX2,0,-0.00127,0.09732
GSX2_6,GSX2,0,-0.02121,0.1776
GTF2A1L_1,GTF2A1L,0,0.00357,0.1837
GTF2A1L_2,GTF2A1L,0,-0.01649,0.2113
GTF2A1L_3,GTF2A1L,0,-0.01074,0.227
GTF2A1L_4,GTF2A1L,0,0.0002036,0.1457
GTF2A1L_5,GTF2A1L,0,-0.06717,0.4899
GTF2A1L_6,GTF2A1L,0,-0.003534,0.148
GTF2A1_1,GTF2A1,0,-0.007583,0.3131
GTF2A1_2,GTF2A1,0,-0.01886,0.1533
GTF2A1_3,GTF2A1,0,-0.01846,0.2406
GTF2A1_4,GTF2A1,0,-0.01323,0.259
GTF2A1_5,GTF2A1,0,-0.003292,0.08571
GTF2A1_6,GTF2A1,0,0.002472,0.1741
GTF2A2_1,GTF2A2,0,-0.01053,0.2912
GTF2A2_2,GTF2A2,0,-0.02173,0.4558
GTF2A2_3,GTF2A2,0,-0.01319,0.2472
GTF2A2_4,GTF2A2,0,-0.05037,0.3737
GTF2A2_5,GTF2A2,0,-0.006878,0.1201
GTF2A2_6,GTF2A2,0,-0.0009485,0.1044
GTF2B_1,GTF2B,0,-0.1153,0.7469
GTF2B_2,GTF2B,0,-0.2935,0.6186
GTF2B_3,GTF2B,0,-0.09349,0.4427
GTF2B_4,GTF2B,0,-0.01008,0.4148
GTF2B_5,GTF2B,0,-0.1866,0.6512
GTF2B_6,GTF2B,0,0.005491,0.1282
GTF2E1_1,GTF2E1,0,-0.02518,0.2139
GTF2E1_2,GTF2E1,0,-0.02214,0.2095
GTF2E1_3,GTF2E1,0,-0.007861,0.3182
GTF2E1_4,GTF2E1,0,-0.03759,0.2206
GTF2E1_5,GTF2E1,0,-0.004202,0.1317
GTF2E1_6,GTF2E1,0,-0.01693,0.1875
GTF2F1_1,GTF2F1,0,-0.2219,0.697
GTF2F1_2,GTF2F1,0,-0.05465,0.3525
GTF2F1_3,GTF2F1,0,-0.05987,0.5605
GTF2F1_4,GTF2F1,0,-0.01463,0.3037
GTF2F1_5,GTF2F1,0,0.003757,0.1137
GTF2F1_6,GTF2F1,0,0.004693,0.1281
GTF2F2_1,GTF2F2,0,-0.09458,0.691
GTF2F2_2,GTF2F2,0,-0.1198,0.5317
GTF2F2_3,GTF2F2,0,-0.03019,0.2877
GTF2F2_4,GTF2F2,0,-0.01897,0.2416
GTF2F2_5,GTF2F2,0,-0.009297,0.2422
GTF2F2_6,GTF2F2,0,-0.005083,0.1416
GTF2H1_1,GTF2H1,0,-0.01717,0.3078
GTF2H1_2,GTF2H1,0,-0.02096,0.2897
GTF2H1_3,GTF2H1,0,0.0002549,0.1061
GTF2H1_4,GTF2H1,0,0.01014,0.2446
GTF2H1_5,GTF2H1,0,-0.01041,0.1612
GTF2H1_6,GTF2H1,0,-0.052,0.2001
GTF2H2_1,GTF2H2,0,-0.1911,0.6163
GTF2H2_2,GTF2H2,0,-0.05664,0.4158
GTF2H2_3,GTF2H2,0,0.00795,0.2348
GTF2H2_4,GTF2H2,0,0.007385,0.2838
GTF2H2_5,GTF2H2,0,-0.01048,0.1538
GTF2H2_6,GTF2H2,0,-0.01031,0.1502
GTF2H3_1,GTF2H3,0,-0.03899,0.4115
GTF2H3_2,GTF2H3,0,-0.005656,0.2484
GTF2H3_3,GTF2H3,0,-0.001743,0.1832
GTF2H3_4,GTF2H3,0,-0.07561,0.4931
GTF2H3_5,GTF2H3,0,0.01088,0.2008
GTF2H3_6,GTF2H3,0,0.01204,0.1628
GTF2IRD1_1,GTF2IRD1,0,-0.04421,0.3236
GTF2IRD1_2,GTF2IRD1,0,-0.01455,0.2014
GTF2IRD1_3,GTF2IRD1,0,-0.03778,0.2971
GTF2IRD1_4,GTF2IRD1,0,-0.09358,0.4313
GTF2IRD1_5,GTF2IRD1,0,-0.004412,0.117
GTF2IRD1_6,GTF2IRD1,0,-0.007644,0.1472
GTF2IRD2B_1,GTF2IRD2B,0,-0.004301,0.2187
GTF2IRD2B_2|GTF2IRD2_2,GTF2IRD2B|GTF2IRD2,0,-0.007623,0.1203
GTF2IRD2B_3,GTF2IRD2B,0,-0.01376,0.2976
GTF2IRD2B_4|GTF2IRD2_3,GTF2IRD2B|GTF2IRD2,0,-0.02229,0.2006
GTF2IRD2B_5|GTF2IRD2_5,GTF2IRD2B|GTF2IRD2,0,-0.01439,0.1273
GTF2IRD2B_6,GTF2IRD2B,0,0.008034,0.1223
GTF2IRD2_1,GTF2IRD2,0,-0.00472,0.2184
GTF2IRD2_4,GTF2IRD2,0,-0.02861,0.2245
GTF2IRD2_6,GTF2IRD2,0,0.002198,0.1451
GTF2I_1,GTF2I,0,-0.01512,0.2238
GTF2I_2,GTF2I,0,-0.01956,0.176
GTF2I_3,GTF2I,0,-0.02271,0.3092
GTF2I_4,GTF2I,0,-0.01226,0.139
GTF2I_5,GTF2I,0,-0.002545,0.1182
GTF2I_6,GTF2I,0,-0.005464,0.08474
GTF3A_1,GTF3A,0,-0.00901,0.2443
GTF3A_2,GTF3A,0,-0.01065,0.1559
GTF3A_3,GTF3A,0,-0.02143,0.1903
GTF3A_4,GTF3A,0,-0.002647,0.1568
GTF3A_5,GTF3A,0,-0.001584,0.09455
GTF3A_6,GTF3A,0,-0.005085,0.1473
GTF3C3_2,GTF3C3,0,-0.08139,0.4113
GTF3C3_3,GTF3C3,0,-0.09484,0.4999
GTF3C3_4,GTF3C3,0,-0.06501,0.3582
GTF3C3_5,GTF3C3,0,-0.03986,0.3566
GTF3C3_6,GTF3C3,0,-0.02525,0.292
GZF1_1,GZF1,0,-0.006689,0.1539
GZF1_2,GZF1,0,-0.004423,0.1811
GZF1_3,GZF1,0,-0.02221,0.2915
GZF1_4,GZF1,0,-0.01397,0.1631
GZF1_5,GZF1,0,-0.01276,0.1708
GZF1_6,GZF1,0,-0.00706,0.1
HAND1_1,HAND1,0,0.004096,0.1992
HAND1_2,HAND1,0,-0.0008878,0.1917
HAND1_3,HAND1,0,-0.00347,0.1137
HAND1_4,HAND1,0,-0.03949,0.2741
HAND1_5,HAND1,0,-0.01951,0.1281
HAND1_6,HAND1,0,-0.01291,0.1539
HAND2_P1_1,HAND2,0,-0.04044,0.3104
HAND2_P1_2,HAND2,0,-0.00695,0.1596
HAND2_P1_3,HAND2,0,0.01219,0.1675
HAND2_P1_4,HAND2,0,-0.01632,0.2692
HAND2_P1_5,HAND2,0,-0.003851,0.1126
HAND2_P1_6,HAND2,0,-0.004889,0.08085
HAND2_P2_1,HAND2,0,-0.003901,0.1433
HAND2_P2_2,HAND2,0,-0.01171,0.2076
HAND2_P2_3,HAND2,0,-0.002251,0.1202
HAND2_P2_4,HAND2,0,-0.008478,0.1653
HAND2_P2_5,HAND2,0,0.0006405,0.16
HAND2_P2_6,HAND2,0,-0.02387,0.1741
HBP1_1,HBP1,0,-0.002927,0.09373
HBP1_2,HBP1,0,-0.02375,0.2088
HBP1_3,HBP1,0,-0.01306,0.134
HBP1_4,HBP1,0,-0.03365,0.2256
HBP1_5,HBP1,0,-0.0008655,0.07526
HBP1_6,HBP1,0,0.006606,0.1627
HCFC1_1,HCFC1,0,-0.0145,0.1462
HCFC1_2,HCFC1,0,-0.01898,0.1392
HCFC1_3,HCFC1,0,-0.03591,0.2752
HCFC1_4,HCFC1,0,-0.003205,0.1875
HCFC1_5,HCFC1,0,0.003836,0.08677
HCFC1_6,HCFC1,0,-7.911e-05,0.03935
HCLS1_1,HCLS1,0,0.00214,0.1661
HCLS1_2,HCLS1,0,-0.03068,0.2198
HCLS1_3,HCLS1,0,0.003928,0.122
HCLS1_4,HCLS1,0,-0.004273,0.1389
HCLS1_5,HCLS1,0,0.006082,0.1821
HCLS1_6,HCLS1,0,-0.0004,0.1596
HDAC1_1,HDAC1,0,-0.004679,0.1801
HDAC1_2,HDAC1,0,0.01196,0.2757
HDAC1_3,HDAC1,0,-0.02514,0.2022
HDAC1_4,HDAC1,0,-0.01367,0.1977
HDAC1_5,HDAC1,0,-0.005137,0.1406
HDAC1_6,HDAC1,0,-0.01853,0.2963
HDAC3_1,HDAC3,0,-0.01027,0.1417
HDAC3_2,HDAC3,0,-0.03395,0.3071
HDAC3_3,HDAC3,0,-0.01547,0.2457
HDAC3_4,HDAC3,0,-0.0118,0.2294
HDAC3_5,HDAC3,0,0.003119,0.09251
HDAC3_6,HDAC3,0,-0.003672,0.1402
HDAC4_1,HDAC4,0,-0.01648,0.1822
HDAC4_2,HDAC4,0,-0.009004,0.1874
HDAC4_3,HDAC4,0,-0.01395,0.2269
HDAC4_4,HDAC4,0,-0.02836,0.2451
HDAC4_5,HDAC4,0,-0.001562,0.1656
HDAC4_6,HDAC4,0,0.0001452,0.1488
HDAC5_1,HDAC5,0,0.001737,0.1051
HDAC5_2,HDAC5,0,0.002929,0.1809
HDAC5_3,HDAC5,0,-0.02643,0.1674
HDAC5_4,HDAC5,0,-0.00315,0.1252
